source,target,APlevel,value,clusterId,sourcefilename,targetfilename,clustersize,sourceTopWords,targetTopWords
doc742,e721,2,-1,33,02912.txt,00721.txt,133,press;understand;i;beijing;chinese,p.m.;introduction;pan;asean;remarks
doc743,e721,2,-1,33,03601.txt,00721.txt,172,said;company;year;mr.;business,st.;credit;box;battle;mountain
doc744,e721,2,-1,33,03155.txt,00721.txt,172,named;president;avon;frasier;mr.,st.;credit;box;battle;mountain
doc745,e747,2,-1,32,00097.txt,00747.txt,133,morgan;movie;disney;distribution;mr.,p.m.;introduction;pan;asean;remarks
doc746,e747,2,-1,32,03607.txt,00747.txt,169,president;walt;executives;disney;mr.,blue;mfs;ladonna;juvenile;mose
doc748,e747,2,-1,32,03400.txt,00747.txt,169,valdez;days;sox;white;won,blue;mfs;ladonna;juvenile;mose
doc749,e747,2,-1,32,01753.txt,00747.txt,172,telecommunications;debt;eds;services.;big,st.;credit;box;battle;mountain
doc75,e76,2,-1,31,01366.txt,00076.txt,172,insurance;billion;canadian;confederation;u.s.,st.;credit;box;battle;mountain
doc750,e747,2,-1,32,02517.txt,00747.txt,169,said;$40000;2010;won;vastopolis,blue;mfs;ladonna;juvenile;mose
doc751,e747,2,-1,32,03969.txt,00747.txt,169,president;regulations;advertising;tobacco;rules,blue;mfs;ladonna;juvenile;mose
doc752,e747,2,-1,32,04369.txt,00747.txt,197,'boracay''s;boracay;kilometers;resort;island',a.m.;united;copper;72;states
doc753,e747,2,-1,32,01013.txt,00747.txt,172,alliance;justice;ibm;storagetek;storage,st.;credit;box;battle;mountain
doc754,e780,2,-1,9,02500.txt,00780.txt,16,information;medical;generations;family;relatives,coffee;air;cases;doctors;heart
doc755,e780,2,-1,9,03930.txt,00780.txt,21,soviet;began;hector;hungry;mr.,salmon;red;air;ball;tide
doc756,e780,2,-1,9,03949.txt,00780.txt,45,cents;loss;first-quarter;compuserve;net,family;ife;vastcomm;true;comsat
doc757,e780,2,-1,9,00467.txt,00780.txt,169,conditions;president;news;positive;economic,blue;mfs;ladonna;juvenile;mose
doc758,e780,2,-1,9,02669.txt,00780.txt,169,doors;declared.;president;national;codi,blue;mfs;ladonna;juvenile;mose
doc759,e780,2,-1,9,03069.txt,00780.txt,9,sales;billion;pretax;watters;mr.,mountain;budget;bikes;bike;government
doc760,e780,2,-1,9,00051.txt,00780.txt,169,said;tax;codi;cut;mr.,blue;mfs;ladonna;juvenile;mose
doc761,e780,2,-1,9,03242.txt,00780.txt,169,course;ball;the;said.;fairways,blue;mfs;ladonna;juvenile;mose
doc762,e780,2,-1,9,01598.txt,00780.txt,25,b;r;n;hodges;m,c;loaiza;car;louis;atlanta
doc763,e780,2,-1,9,02090.txt,00780.txt,133,president;manager;accessory;black;mr.,p.m.;introduction;pan;asean;remarks
doc764,e780,2,-1,9,01569.txt,00780.txt,197,'muslim;analysts;said;rate;market''s',a.m.;united;copper;72;states
doc765,e780,2,-1,9,01809.txt,00780.txt,172,information;services;company;local;digital,st.;credit;box;battle;mountain
doc766,e780,2,-1,9,00504.txt,00780.txt,12,index;fell;stock;jones;dow,shares;prices;rose;index;market
doc767,e780,2,-1,9,04177.txt,00780.txt,25,2nd;t;wohlers;hampton;willy,c;loaiza;car;louis;atlanta
doc768,e780,2,-1,9,00718.txt,00780.txt,169,'water;ladonna''s;apple;ladonna;mr.',blue;mfs;ladonna;juvenile;mose
doc769,e780,2,-1,9,02867.txt,00780.txt,169,ramirez;sales;web;campaign;mr.,blue;mfs;ladonna;juvenile;mose
doc770,e780,2,-1,9,03227.txt,00780.txt,169,'derryberry''s;gop;campaign''s;campaign;mr.',blue;mfs;ladonna;juvenile;mose
doc771,e780,2,-1,9,03459.txt,00780.txt,197,said;quarter;cpc;food;share,a.m.;united;copper;72;states
doc772,e780,2,-1,9,00927.txt,00780.txt,197,november;asianpress;opens.;singapore;bureau,a.m.;united;copper;72;states
doc773,e780,2,-1,9,03370.txt,00780.txt,197,issues;points;francs;close;belgian,a.m.;united;copper;72;states
doc774,e780,2,-1,9,00864.txt,00780.txt,169,institute;said;wage;economists;mr.,blue;mfs;ladonna;juvenile;mose
doc775,e780,2,-1,9,03837.txt,00780.txt,169,president;new;codi;government;mr.,blue;mfs;ladonna;juvenile;mose
doc776,e780,2,-1,9,03389.txt,00780.txt,172,president;replacement;mcdonnell;company;joya,st.;credit;box;battle;mountain
doc777,e780,2,-1,9,02667.txt,00780.txt,45,said;cents;loss;sales;million,family;ife;vastcomm;true;comsat
doc778,e780,2,-1,9,03559.txt,00780.txt,172,company;south;companies;u.s.;asian,st.;credit;box;battle;mountain
doc779,e780,2,-1,9,02504.txt,00780.txt,172,swiss;shares;sales;snow;francs,st.;credit;box;battle;mountain
doc78,e77,2,-1,34,03515.txt,00077.txt,169,magazine;editor;new;k-iii;mr.,blue;mfs;ladonna;juvenile;mose
doc781,e780,2,-1,9,03291.txt,00780.txt,169,hits;innings;said.;oakland;baltimore,blue;mfs;ladonna;juvenile;mose
doc782,e780,2,-1,9,02532.txt,00780.txt,25,r;lira;ausmus;m;lima,c;loaiza;car;louis;atlanta
doc783,e780,2,-1,9,01504.txt,00780.txt,172,million;stock;bema;deposit;gold,st.;credit;box;battle;mountain
doc784,e780,2,-1,9,00817.txt,00780.txt,197,sales;earned;share;caterpillar;million,a.m.;united;copper;72;states
doc785,e780,2,-1,9,02448.txt,00780.txt,45,said;ad;true;north;mr.,family;ife;vastcomm;true;comsat
doc786,e780,2,-1,9,03951.txt,00780.txt,197,dr.;says;jon;people;heroin,a.m.;united;copper;72;states
doc787,e780,2,-1,9,04102.txt,00780.txt,10,million;debt;notes;senior;priced,spread;point;d.c.;million;yields
doc79,e80,2,-1,26,00491.txt,00080.txt,172,home;new;says;presario;compaq,st.;credit;box;battle;mountain
doc8,e13,2,-1,0,00691.txt,00013.txt,10,rate;said;bank;rates;central,cable;dealers;nasdaq;printer;tax
doc82,e84,2,-1,35,01159.txt,00084.txt,169,sex;codi;offenders;registry;mr.,blue;mfs;ladonna;juvenile;mose
doc83,e81,2,-1,23,03051.txt,00081.txt,133,'series;games;cubs'';cubs;chicago''s',p.m.;introduction;pan;asean;remarks
doc85,e84,2,-1,35,02972.txt,00084.txt,45,antarctica;american;airlines;million;revenue,family;ife;vastcomm;true;comsat
doc86,e77,2,-1,34,02399.txt,00077.txt,22,index;jones;stock;dow;u.s.,million;cattle;u.s.;gruma;pence
doc89,e87,2,-1,2,04010.txt,00087.txt,16,cases;air-bag;auto;says;air,coffee;air;cases;doctors;heart
doc9,e13,2,-1,0,03381.txt,00013.txt,169,labor;malcom;says;campaign;mr.,blue;mfs;ladonna;juvenile;mose
doc90,e88,2,-1,36,03213.txt,00088.txt,172,camp;said;girl;singing;pay,st.;credit;box;battle;mountain
doc91,e87,2,-1,2,03982.txt,00087.txt,133,prichard;said;riverside;u.s.;mr.,p.m.;introduction;pan;asean;remarks
doc92,e87,2,-1,2,04278.txt,00087.txt,16,'china''s;people;peake;chinese;mr.',games;mr.;codi;rufina;derryberry
doc93,e87,2,-1,2,01776.txt,00087.txt,23,said;rate;bank;rates;central,satellite;inflation;bank;cut;industry
doc94,e84,2,-1,35,03868.txt,00084.txt,25,american;secretary-general;nations;u.s.;u.n.,welfare;tax;capital;windows;u.n.
doc95,e84,2,-1,35,04153.txt,00084.txt,172,computers;deal;ibm;acer;taiwanese,st.;credit;box;battle;mountain
doc96,e84,2,-1,35,01564.txt,00084.txt,197,'computers;compaq''s;new;prices;compaq',a.m.;united;copper;72;states
doc97,e84,2,-1,35,04041.txt,00084.txt,133,columbia;dr.;tayna;research;mr.,p.m.;introduction;pan;asean;remarks
doc98,e84,2,-1,35,04044.txt,00084.txt,25,million;new;air;year;zealand,welfare;tax;capital;windows;u.n.
doc99,e84,2,-1,35,00612.txt,00084.txt,133,democratic;albert;jon;party;voters,p.m.;introduction;pan;asean;remarks
